SampleID	IGLL5	MASP2	APOL1	CEP290	CD5L	FCN3	ATRN	ATRN.1	APOM	CP	F13A1	F2	C1R	HP	HPR	F9	F10	CFD	PLG	F12	CFB	CA1	ASS1	SERPINC1	SERPINA1	SERPINA3	AGT	A2M	C3	C5	CST3	KNG1	KNG1_2	IGF2	IGJ	KVD33	KV133	KVD16	KVD33_2	KVD33_3	KV139	KVD33_4	KVD28	KV320	KV320_2	LV144	LV147	LV140	LV211	LV319	LV325	LV321	HV169	HV146	HV348	HV323	HV313	HV353	HV330	HV333	HV333_2	HV330_2	HV307	HV307_2	HV439	PIGR	IGKC	IGHG1	IGHG2	IGHG3	IGHG4	IGHM	IGHA1	IGHA2	IGHD	HBD	APOA1	APOE	APOA2	APOC1	APOC2	APOC3	FGA	FGB	FGG	APCS	C1QA	C1QB	C1QC	C9	APOH	LRG1	FN1	RBP4	AMBP	ORM1	AHSG	TTR	ALB	GC	PPBP	PF4	TFRC	TF	HPX	F11	KLKB1	C4BPA	VTN	PROC	APOB	LCAT	HRG	KV320.1	KV315	LV743	A1BG	IGHM.1	VWF	SHBG	GAPDH	KV116	KV311	KV310	HV270	APOD	SERPINA5	SERPING1	CFI	F13B	CLEC3B	SERPINA7	SERPIND1	BCHE	KV230	KV320.2	LV151	LV657	LV657_2	HV434	GSN	C2	APOA4	ENO1	LDHB	PROS1	C8A	C8B	GP1BA	C8G	PFN1	THBS1	SERPINA6	MGP	LPA	CD14	PTPRC	CFH	SERPINF2	F7	DBH	C1S	C4A	C4B	IGLC2	SAA1	SAA2	C7	CLU	CLU.1	MBL2	MTHFD1	CETP	IGF2R	COL6A3	F5	MYH7	NCAM1	C6	LCP1	SELL	CPN1	DSP	IGFBP3	VCL	LBP	ORM2	ITIH2	ITIH1	TYMP	PZP	C4BPB	FLNA	SCP2	GPX3	CPN2	PROZ	HV102	FBLN1	FBLN1.1	AZGP1	ATP5A1	MSN	MST1	PON1	MAP4	CFP	SERPINA4	PRDX2	SAA4	MYH9	IGFALS	SERPINF1	CFHR2	TAGLN2	GP5	ACAA2	MCAM	BTD	AFM	CAPZB	MASP1	COMP	SEPP1	CAMP	LUM	HNRNPM	CRISP3	APOC4	PLTP	INHBC	LYZ	B2M	TPM4	ACTA1	HBB	HBA1	GPLD1	LV321.1	CFHR1	KRT17	HGFAC	ITIH3	LGALS3BP	EFEMP1	MMRN1	ILK	APOF	DYNC1H1	MYBPC2	HABP2	ITIH4	ARHGAP19	PCOLCE	PON3	FCN2	TGFBI	ADIPOQ	ECM1	ACTBL2	FRMPD1	VASN	PI16	NPHP3	SLFN11	FERMT3	PSTK	GPR116	ABCF1	TTN	CTTNBP2	CFHR4	FAM3C	NUP205	RYR2	PRG4	PRG4.1	CPB2	CNDP1	SCLT1	PGLYRP2	CDK5RAP2	OLFM1	SH3GL3	COLEC11	CFHR5	CDHR5	IL1RAP	IL1RAP.1	INPP5E	C1RL	FETUB	PCYOX1	SERPINA10	MAN2B2	ATP11B	TLN1	AFG3L2	LYVE1	FCGBP	ZNF10	FAM161B
ZOZOW1T-1013	2.889091	-3.48524	2.132138	-4.976074	-1.264688	1.003873	-1.166469	-2.992944	2.661346	5.96933	0.5157968	5.740814	2.073664	7.644099	1.751703	-0.4923902	0.6102996	-7.800394	5.605467	2.593666	5.754461	-3.616148	-3.868382	5.487419	7.946053	5.960381	3.648464	7.649574	9.128591	4.063967	-2.780295	3.353972	-6.156659	-4.549744	3.438242	-3.252645	-4.432538	-2.769567	-2.838686	-3.146367	-5.538875	-2.106272	-4.975662	-4.874449	0.8770221	-4.853817	-0.4152437	-2.197878	-5.629744	0.8044359	2.060977	-0.5104041	-4.968771	-4.71986	-2.850801	-1.641306	-1.868863	-2.628005	-3.458516	-5.122278	-3.554853	-4.744883	-1.352404	1.782095	-3.170719	-4.11021	5.65841	6.093975	3.584251	-0.3566979	3.281141	4.942884	6.201588	2.902485	-5.810797	-3.848138	8.204724	4.471939	5.032584	1.042652	2.132276	4.719076	10.43477	9.992992	9.135248	-1.891176	2.620481	1.234424	2.210354	2.938102	3.987157	4.183428	8.386345	2.282644	3.194587	7.132878	5.284515	-0.3146054	10.59617	6.427585	-0.1627001	-1.764791	-2.220536	9.705899	6.917016	-1.500586	2.143792	4.229383	5.468602	-3.66251	5.151113	-0.8839276	4.079414	-5.452425	1.771353	-0.01250523	5.47519	-1.123892	3.036903	-2.999765	-5.715761	-6.061527	2.664991	-6.576176	-2.646378	4.072617	-5.036544	3.575485	2.36613	0.6150113	-1.407403	-1.00378	3.794739	-1.348545	-3.102606	-6.811687	-2.190042	-3.537797	-5.840578	-3.417475	3.371326	2.574642	5.481639	0.6506159	-3.203646	2.396815	2.131588	1.063883	-3.76781	2.031202	-3.788351	-1.348612	0.3374261	-5.216317	2.039913	-0.8422118	-5.224097	5.747684	4.188438	-4.354756	-6.717409	2.651346	-5.374454	-0.08946961	-3.495389	-0.6194477	-3.601044	0.8517879	4.766581	4.108998	-4.334296	-3.645282	-4.513572	-3.296545	-4.449922	-0.5063435	-3.81098	-1.583357	2.035833	-5.645702	-3.642329	0.5480876	-4.497711	-0.3610119	-2.200554	-1.717193	4.161302	5.38133	4.6264	-0.4053469	-1.247633	-0.5440537	-2.27898	-3.33239	0.3187129	0.8523265	-1.838402	1.110486	-0.305151	-2.531419	3.949433	-7.360265	-2.909046	-2.669563	4.229595	1.445531	-2.829366	0.5391017	-7.658471	2.102455	-1.233578	2.219524	2.241438	-3.154164	-5.694709	-3.526987	-3.57586	-5.615782	-2.399813	3.846045	-3.702434	-1.652496	-4.867265	-0.07675242	-4.07298	1.113094	-2.841316	-7.502884	-4.058717	-2.479245	-6.037849	-3.396778	-3.559294	-3.998067	-1.646025	1.714754	1.710132	1.043311	0.09701081	-2.657939	-2.707163	-1.810669	1.492669	-2.670395	-1.828752	-3.866257	-3.546235	-1.155088	-5.119612	-6.002052	-1.027353	4.554688	-4.381083	-4.537421	-0.5224078	-2.523998	-2.337996	-2.79777	2.090055	-1.516127	-4.837858	-2.404546	-4.098415	-2.238996	-1.015139	-3.478271	-7.567682	-0.997277	-3.559993	-0.009926796	-3.036392	-5.395396	-6.245297	-5.284119	-1.039577	-3.494997	-4.399297	0.07570428	-0.643557	-7.57388	1.580976	-4.56651	-3.783664	-2.383628	-4.277645	-6.64774	1.936473	-3.884224	-3.875741	-3.441514	0.2552977	0.2275941	-2.97888	-2.449609	-3.713851	-0.5401031	-1.085205	-4.092226	-3.221125	-1.842757	-4.067586	-4.967957
ZOZOW1T-1015	3.557581	-5.187031	2.344245	-3.159375	-1.788122	0.4237069	-0.3813586	-2.145862	2.875468	4.459722	0.4495251	5.405778	1.444503	6.789072	2.314186	-0.2351668	1.025692	-3.336125	5.329224	2.640173	4.998447	-0.9256967	-2.48712	5.311194	7.853106	5.593942	3.472853	7.591851	8.586036	3.18644	-1.46578	2.712624	-4.646809	-3.787934	4.015293	-2.93011	-5.06947	-2.113868	-3.182888	-5.516937	-5.59365	-1.593232	-7.319194	-2.166363	-0.1925023	-2.737261	-1.253518	-3.294546	-5.563548	0.7356473	1.546345	-1.190721	-5.496298	-3.37699	-1.635722	-1.003607	-2.352679	-4.937685	-3.398994	-4.465601	-2.864698	-2.868799	-1.241477	1.989277	-4.795319	-2.969358	6.17569	6.447443	2.460682	1.911561	2.286753	4.884742	6.457288	3.479563	-2.732879	-1.2848	8.786414	4.538079	5.50677	2.746745	3.321184	5.400969	9.634757	9.26778	8.080057	-1.049325	2.774537	1.328049	1.913387	1.482401	4.344623	3.180947	7.051581	2.038045	3.334897	6.800555	5.990121	0.6448177	11.98069	6.048942	-1.194134	-3.305127	-3.078914	10.19479	6.955954	-1.180775	2.539413	3.925875	5.488513	-1.280458	5.609979	-0.4654676	3.52348	-5.649916	1.51789	-0.653684	5.315315	-0.6144208	2.290826	-1.871667	-5.352674	-5.717864	1.602829	-4.220701	-4.103029	4.057195	-5.274412	3.263719	1.688804	0.3050595	-1.553599	-0.2518455	3.21735	0.2164953	-0.8651836	-4.126623	-2.74368	-4.667074	-4.448602	-3.232604	2.702048	1.805036	5.714947	-0.157356	0.6570239	1.780101	1.734907	0.1801865	-4.037585	1.525429	-4.861399	-4.99017	1.316774	-6.730384	2.398153	-1.549682	-4.076003	5.293517	3.566255	-6.075866	-4.700866	2.282865	-5.371438	-0.5638791	-3.48682	-1.210125	-4.221749	0.4678349	4.632575	3.589332	-4.518483	-3.248186	-5.097932	-4.663327	-3.69024	-0.5905313	-5.022884	-3.27052	1.433819	-1.558128	-4.035617	0.1119131	-4.868284	-2.645949	-4.852138	-1.753651	4.213576	5.365424	4.191352	-2.065459	-0.9769555	-0.04869169	-4.38157	-2.154591	0.05227976	1.889225	-2.048532	0.9065037	0.5531673	-2.931555	3.064656	-5.471775	-3.280411	-3.317908	4.152646	0.02363774	-0.5178117	0.938316	-4.628479	3.205363	-0.6744682	2.253522	2.259615	-1.274047	-3.399521	-3.441614	-4.033694	-6.320934	-2.208301	4.093333	-3.692019	-1.701387	-5.663618	0.5807664	-2.836749	0.6439676	-2.432897	-1.138959	-5.380969	-1.313351	-7.389927	-5.010541	-4.105106	-3.733891	-5.76827	3.742867	3.863888	1.714341	0.6054754	-3.786396	-1.954502	-3.105329	-0.2438775	-2.155585	-6.723876	-6.307755	-3.48953	0.3436015	-3.148394	-5.773074	-2.281554	4.019238	-4.532635	-6.466338	-0.6073723	-5.287147	-2.124818	-2.009967	1.555086	-1.9159	-6.181427	-2.854873	-2.94771	-4.215649	-5.507634	-6.443088	-6.261183	-3.749688	-4.889275	-1.074979	-3.246352	-4.867771	-4.620714	-5.962537	-4.2947	-4.014621	-4.109917	0.1145298	0.6252118	-6.701613	1.861256	-6.1323	-7.246083	-2.689951	-2.757213	-6.651476	-0.3026775	-4.181828	-4.107025	-1.780985	2.212239	-0.3853261	-3.860832	-2.685537	-5.922687	-1.291413	-4.724151	-2.354904	-4.20947	-3.957724	-5.36017	-5.433125
ZOZOW1T-1021	3.007525	-3.538002	2.075924	-5.796386	-0.09918693	0.7123992	-1.041871	-2.023487	2.810211	5.597555	0.08552018	5.55006	2.225235	7.165455	1.669351	-1.497978	1.132035	-3.96665	5.351627	2.399387	5.17228	-3.788977	-3.413175	5.715128	7.767864	5.113861	3.80206	7.87569	8.943007	3.692964	-1.787102	3.708861	-3.84542	-3.197059	3.040774	-2.654573	-3.772764	-2.363697	-2.212236	-4.232206	-5.207436	-2.17817	-3.774145	-4.393742	0.616221	-1.555322	-0.5809465	-3.855629	-6.109626	1.307922	1.623385	-0.5835403	-4.790478	-3.433595	-2.511848	-1.538589	-2.305022	-2.355918	-2.916079	-7.567251	-3.116003	-4.937643	-0.7024671	2.051643	-2.358814	-2.809515	6.032606	6.558562	3.175561	-1.036498	3.752632	5.170673	5.968653	2.616048	-4.469113	-4.459321	8.448447	4.521189	5.337664	1.834115	2.623496	5.71982	9.346535	9.202932	8.41217	-1.496521	2.224883	1.261033	1.794285	1.999749	4.050712	3.140027	6.800643	2.778246	3.12832	6.311052	5.156374	-0.9996231	10.8697	6.260273	-0.4262789	-2.567233	-0.069942	10.14707	6.932383	-1.692521	2.388179	3.735036	5.519166	-1.926528	6.759961	-0.4183535	4.268986	-3.814195	2.016159	-0.6129378	5.245343	-1.371892	1.260495	-2.460232	-2.401602	-6.463073	2.248976	-4.177359	-2.393876	3.973269	-3.380326	3.53962	2.203531	0.4048353	-0.5622865	-1.049851	3.590336	-1.16236	-2.548449	-5.787497	-2.379626	-4.544751	-5.055056	-2.928505	3.737914	2.424005	5.793564	0.4747656	-2.494304	2.269382	1.663288	0.7082953	-3.803765	2.282254	-3.506397	-1.308295	0.6309776	-5.258301	1.670181	-0.8603324	-4.811189	5.58881	4.113796	-4.767375	-5.128274	2.559292	-5.985922	-0.4729727	-2.358294	-1.523863	-3.806638	1.225759	4.784312	3.988955	-4.382841	-4.594765	-4.267128	-5.154201	-6.096657	-0.3997816	-3.70299	-1.922757	1.78331	-5.472974	-4.450266	0.4281037	-4.567927	0.1326733	-2.30265	-1.989342	3.943814	5.431326	4.747226	-1.400801	-0.7895374	-1.414242	-3.433439	-3.910268	0.2202714	1.413794	-1.445153	1.528331	0.186117	-2.287257	3.411394	-4.057434	-3.560803	-2.040355	4.582892	2.608009	-3.715575	1.038818	-6.74844	1.644976	-2.485192	2.557005	2.460564	-5.62854	-6.421632	-3.162108	-3.251492	-4.682893	-1.962798	2.388927	-3.881931	-1.080653	-4.524734	-0.2593842	-2.21553	0.7804194	-4.262025	-0.5804081	-3.015837	-1.662856	-5.253478	-5.263045	-5.203054	-3.779021	-2.305342	1.004066	1.326694	1.619452	-0.2675797	-3.16519	-4.28264	-1.410152	0.5959186	-0.8627402	-2.615948	-4.184422	-3.982245	-1.086346	-5.671861	-3.449425	-1.192013	4.010823	-7.311778	-3.9457	-0.6379014	-2.605932	-2.058356	-2.044052	1.108104	-2.44531	-4.795735	-2.145561	-5.788153	-3.496348	-3.141767	-3.542334	-7.120368	-8.445714	-5.349438	-1.608564	-4.007401	-5.128823	-6.141791	-4.040207	-3.00627	-3.295524	-3.28812	0.402804	-0.06903458	-6.319726	2.352348	-4.245012	-4.582967	-3.1577	-3.349873	-6.325746	0.4455934	-3.959918	-3.904304	-3.630043	0.6459093	0.2315085	-2.354241	-1.762042	-2.280897	-1.049495	-1.07673	-4.65765	-2.812472	-1.663895	-1.682703	-5.757788
ZOZOW1T-1022	0.8637556	-3.620376	1.965186	-6.757326	1.682255	0.4037232	-1.336249	-1.11745	3.030691	5.29997	-0.09597905	5.847173	2.837477	7.746901	2.41946	-0.8789492	0.575004	-3.926529	5.726676	2.526242	5.099578	-4.081755	0.3769889	5.384789	7.501975	5.17173	3.746444	7.689267	8.627229	3.900852	-2.388548	4.150156	-4.713212	-1.829739	2.931902	-3.281134	-4.946958	-3.97673	-2.872391	-5.923601	-6.707244	-0.7528721	-6.224177	-4.756464	0.2974122	-2.749116	-1.71351	-4.935462	-5.656507	-0.2575005	1.236074	0.3512349	-4.16925	-4.841004	-2.108357	0.2734109	-2.581519	-3.112345	-4.05385	-2.541207	-3.193381	-4.012851	-1.57085	0.9838402	-4.614981	-3.147057	4.966349	5.995333	1.94508	1.783623	3.563805	5.263622	5.686165	2.641254	-5.676851	-3.714137	7.96313	4.326393	4.379007	2.258506	2.017921	4.56236	8.779187	9.191957	7.985007	-6.721974	1.782432	0.9421757	1.98962	2.982833	5.379201	3.977761	6.033709	1.897796	4.341039	6.730917	5.382274	0.06376485	10.86874	5.853517	-0.9384787	-1.23544	-2.391728	10.00826	7.213125	-1.039013	2.407652	3.653287	5.547927	-2.174479	6.411673	-0.3133743	3.811998	-5.131992	1.290057	-1.067971	5.528272	1.850691	1.276673	-2.19241	-7.977243	-1.165247	2.14765	-3.95488	-2.929703	3.764014	-5.813399	3.920476	2.233216	1.166494	-0.7767851	-0.9818317	3.370809	-1.477865	0.05284193	-5.110514	-3.245878	-5.350486	-4.661882	-4.130791	2.981354	2.406686	5.10327	0.9209834	1.044365	2.12509	2.474229	0.5661259	-2.241345	2.30566	-3.072363	-2.075538	0.165794	-6.537035	2.215281	-0.4673447	-7.160588	6.258063	3.903216	-4.388706	-3.242478	2.818031	-1.707623	-0.0800963	-3.381639	4.609007	2.40318	1.42916	4.245289	3.202337	-4.852396	-7.5548	-4.407811	-3.377259	-6.156574	0.002355039	-4.775607	-1.272502	2.274392	-3.266718	-2.222027	0.3959204	-4.835145	-0.5950881	-3.801782	-0.317868	3.983897	4.921409	4.70772	-0.7873499	-1.118407	-0.9462432	-3.818003	-1.844584	0.7048157	1.778989	-1.375071	-0.1806421	0.2622156	-3.091485	2.178236	-6.766608	-2.564118	-3.117888	4.575938	0.7277853	0.4216726	0.7950363	-6.562889	2.044428	-3.122645	2.74028	2.274359	-0.1035275	-5.303589	-6.176974	-4.483938	-2.948996	-1.823001	3.721287	-2.719016	-2.932571	-5.67829	-1.413922	-3.744289	1.202981	0.9394181	-2.799888	-3.255389	-1.660297	-5.714475	-5.641287	-5.277883	-6.632719	-7.585896	1.375037	1.349149	1.885413	-0.08712293	-1.132089	-3.672766	-1.439982	0.3791946	-3.282775	-1.076518	-4.244354	-3.282144	-0.1180227	-4.107941	-5.954953	-0.3791283	3.767186	-4.458753	-4.936149	-0.4882373	-2.788769	-1.481412	-3.237775	0.4570187	-5.081308	-5.126091	-2.620675	-5.62766	-1.681352	-1.784764	-4.719523	-4.252907	-1.838281	-0.4341363	-3.329854	-7.27449	-1.603158	-7.67562	-2.741423	-1.660472	-2.337135	-0.15528	0.9014401	-0.2360776	-4.157541	2.288251	-8.392755	-5.523269	-2.963367	-3.900772	-2.990915	0.4896614	-3.281026	-3.300734	-4.735144	-0.4472225	-0.01329082	-2.56254	-0.8465199	-5.044808	-0.9782594	-2.068356	-4.457742	-3.100214	-1.893479	-4.537362	-6.926365
ZOZOW1T-1023	0.8247913	-3.374524	1.733176	-4.988127	-1.224756	0.6819563	-1.045665	-1.378891	1.851585	5.516712	1.289657	4.122308	-0.3911756	7.432913	0.7572945	-0.9409944	-0.4575401	-5.084342	4.245155	0.04015815	5.106164	-2.052128	-2.69088	4.502832	7.52565	5.330453	3.036207	7.443964	8.75113	3.593486	-3.354171	3.173942	-5.179858	-2.614486	2.780852	-1.197449	-3.41285	-1.564937	-3.15143	-3.516462	-5.195413	0.3562919	-4.078552	-4.553613	-0.488675	-2.625911	-1.89311	-5.468944	-6.370584	0.1658834	0.4780629	-1.969123	-5.03401	-3.871714	-1.9284	0.6442804	-2.996609	-0.7507651	-4.089947	-2.815765	-2.458612	-4.076021	-3.585487	-0.7457988	-2.284292	-3.085721	5.854074	4.999302	-0.86904	-0.6606215	3.874557	4.632518	4.367196	1.085404	-4.24929	-3.719785	9.751706	4.109261	6.214232	1.42192	3.18206	3.986314	8.896209	8.637021	7.324448	-1.175927	0.5366417	1.16382	0.06120026	-1.082381	2.879555	2.505415	5.766914	3.54157	2.919024	6.747741	4.94517	-0.04336138	10.70738	5.405519	-1.131182	-1.183274	-3.022152	9.28772	6.774092	-1.50692	2.219313	3.262292	3.746382	-2.066829	5.886766	0.5819855	3.684068	-4.207977	0.6319141	-1.740507	4.881733	-1.514197	-3.750813	-2.426357	-5.047941	-1.061459	1.293288	-5.503136	-2.583906	3.47668	-1.85669	3.838229	1.158103	-0.2967869	-1.317569	0.88118	3.427752	-0.5534564	0.02027491	-4.368095	-0.7500342	-3.763133	-3.807611	-4.211739	2.827684	1.844264	5.009663	2.677559	-2.494644	-0.112525	1.197716	0.2127449	-3.01533	-0.6163354	-5.152371	-3.897968	1.654693	-4.602307	1.148795	-2.914013	-3.465739	4.107855	3.52707	-6.020245	-2.95999	2.105556	-4.558882	-0.4570127	-5.583241	-1.222664	-3.777187	1.552575	3.577254	2.684247	-3.718218	-1.814276	-5.153033	-3.118539	-3.858388	1.615997	-5.057102	-2.576701	2.031307	-2.865989	-4.659114	-0.04168487	-4.594921	-2.51385	-2.548863	-1.781441	3.163317	4.538942	3.91733	-3.788668	0.5491757	-3.035089	-3.132679	-3.057299	1.200339	1.097824	-1.530414	0.8450148	-0.7398321	-1.934176	3.282007	-2.987026	-5.014688	-2.311061	3.642506	-0.5918359	-2.511374	1.383242	-3.921102	1.902439	-2.638393	2.002027	-0.3027364	-2.302745	-5.742909	-3.197407	-1.960911	-4.604017	-1.15004	3.803328	-4.609178	-0.246742	-5.56039	0.4929387	-6.065395	0.2268921	-4.242699	-3.254331	-2.655655	-2.483027	-6.285076	-3.782535	-3.820054	-4.359946	-5.864262	2.255828	2.013515	-0.4381469	0.8291252	-4.318174	-2.964581	-1.3504	0.5548084	0.00614655	-1.483466	-4.310842	-4.139573	-0.05531251	-2.421873	-4.587498	-1.069664	3.785167	-4.867751	-4.868227	-1.334288	-2.519687	-1.147227	-1.396461	-0.3911171	-5.562914	-5.910971	-3.433931	-3.916161	-4.389054	0.2717681	-7.151799	-5.260447	-0.02694011	-1.733991	-0.3726445	-2.026946	-2.818233	-5.443879	-3.02426	-0.03055573	-1.986155	-4.597981	-0.1685916	-0.7520368	-3.514813	1.878437	-4.349979	-2.195269	-2.422081	-3.976901	-3.033671	-0.257145	-5.67343	-4.787231	-2.640453	-1.21339	-1.102097	-3.447273	-3.854187	-0.04202604	-2.945349	-4.562067	-4.352034	-3.225586	-1.946335	-4.634648	-5.068154
ZOZOW1T-1025	2.400602	-3.472215	2.317851	-5.464828	-0.4046106	0.5579242	-1.272781	-2.085027	2.644164	5.677431	0.1339313	5.347106	1.697319	7.341067	2.123159	-1.22637	1.068057	-3.406968	5.065452	2.355479	4.957645	-2.237926	-4.00265	5.454297	7.950124	5.630372	3.485485	7.711985	8.555153	3.647279	-1.486554	3.323716	-4.26327	-3.261943	4.513727	-2.597893	-3.656947	-2.402528	-1.780823	-2.929158	-4.770652	-1.636973	-5.229036	-4.306838	1.004222	-0.9625145	-0.2411341	-1.825046	-5.343816	1.032418	3.820508	-6.072754	-4.259662	-3.326365	-2.442288	-0.6699796	-2.284367	-2.142246	-2.926075	-4.679338	-3.320776	-5.022779	-0.4159934	2.923525	-2.845994	-2.499951	5.921909	6.369192	3.028039	-0.785051	3.370068	6.536652	5.925895	2.87825	-3.019606	-3.015652	8.492826	4.42181	5.286996	1.60093	2.669985	5.381777	9.474692	9.139716	8.460926	-1.033022	2.100896	0.9139444	1.639064	1.979929	3.610609	3.620341	5.940524	2.040469	2.5659	6.912082	4.855622	-0.2272654	10.98054	5.846736	-2.129764	-3.280198	-0.3920501	9.770679	6.728232	-1.597236	2.232417	3.679	5.109781	-2.05235	6.626983	-0.4374471	3.972945	-5.427771	2.315187	0.0747361	5.139702	0.7696357	0.5101061	-1.996874	-1.739128	-6.805625	2.327895	-6.691346	-1.419006	4.064166	-5.059638	2.896942	1.871397	-0.647006	-1.093665	-0.712575	3.666934	-1.050201	-1.003698	-4.752295	-1.813049	-2.642051	-4.180718	-3.428637	3.275849	2.266366	5.620463	0.0690766	-2.245804	2.367086	1.470109	0.6422188	-3.049059	2.037194	-5.561195	-2.701365	0.4083008	-4.287324	1.940935	-0.7306634	-5.760598	5.10447	3.941722	-4.9189	-3.258892	2.140237	-5.984817	-1.043731	-3.295946	-1.678192	-4.771143	0.8847372	4.433309	3.734194	-3.862905	-2.970734	-4.038544	-4.893702	-5.364805	-0.0724366	-4.82312	-2.296795	1.402447	-4.103943	-3.169467	0.890123	-4.591079	-0.1483833	-2.311236	-2.234403	4.078845	5.206969	4.576313	-1.310491	-0.9573474	-0.4905061	-5.586271	-3.142204	0.2438748	1.521112	-1.333541	1.552013	-0.07566971	-2.79079	3.517346	-3.590499	-4.130867	-2.732309	4.288871	-3.286643	-2.785405	0.8661374	-5.537021	1.481985	-3.14235	2.516356	2.343231	-2.638029	-4.142647	-3.341723	-3.523027	-4.286612	-2.146013	4.726344	-3.467488	-1.298834	-4.551946	0.05599022	-3.546444	0.9277425	-3.576981	-0.6686981	-2.859451	-1.526286	-5.452896	-5.699284	-5.700197	-2.501562	-6.609171	2.677987	2.591879	1.507253	0.009544387	-4.102205	-3.406988	-1.472203	0.6144828	-0.9272953	-2.036167	-3.000014	-3.642089	-1.006449	-4.101802	-4.560682	-2.023072	3.935002	-7.285431	-4.523804	-0.9201515	-2.879366	-1.860893	-2.514477	1.058925	-4.142675	-5.03977	-1.988816	-5.193601	-2.418607	-2.738395	-6.197576	-5.538253	-6.59673	-2.845087	-1.977563	-3.911919	-3.787707	-7.01601	-3.931585	-2.684208	-3.250674	-3.183608	0.01078664	-0.3884569	-5.819252	2.121248	-3.183831	-4.345098	-2.450493	-3.489994	-5.881214	0.7162112	-3.705075	-3.671113	-3.183073	0.4566659	0.05668624	-2.927266	-1.7787	-1.282641	-1.024163	-2.754317	-4.439872	-3.158289	-1.297884	-4.164654	-5.59833
ZOZOW1T-1042	2.199302	-3.682544	2.306059	-6.994283	-0.8835871	0.8837248	-0.7178694	-1.48284	2.501456	5.747118	0.1478465	5.064011	1.907071	7.822533	2.21041	-0.5605339	1.120159	-4.361407	4.989049	2.208255	5.410246	-2.950814	-3.958168	4.983167	7.52548	5.412234	3.361	7.362857	8.84246	3.850213	-2.106798	3.293618	-3.994497	-3.402337	2.99085	-6.831279	-4.088912	-2.451965	-2.365156	-4.292742	-5.416695	-1.057064	-7.196933	-4.774517	0.06652588	-2.187839	-1.171015	-3.629279	-6.701718	0.3971224	1.038857	-0.9563855	-5.153943	-4.425461	-3.249266	-1.465055	-2.366567	-2.108854	-3.211832	-5.873588	-2.980046	-7.926459	-1.794526	0.6716938	-2.881703	-3.045039	5.193762	5.28866	1.827335	-1.653636	3.835704	4.747659	5.465171	2.161505	-7.646627	-3.26042	8.905888	4.674862	4.877516	2.270745	2.479594	4.313625	9.315165	9.030714	8.160163	-1.10754	2.443948	0.9969152	2.188701	2.776302	3.997122	3.767817	5.894207	1.762117	3.178643	5.934358	5.143527	0.6078724	10.55432	5.860681	-1.626869	-3.240423	-1.194397	9.727665	6.759591	-1.35041	2.266289	3.89446	5.046058	-1.951482	5.994271	-0.3209731	3.577798	-5.592614	0.8084445	-1.283204	4.98434	-2.452105	0.7490427	-1.816415	-0.3948557	-9.037289	1.93698	-3.980567	-2.384213	3.794266	-7.579664	3.5323	2.198214	0.6649412	-0.701862	0.0778327	3.45687	-0.2615303	-1.616051	-5.59702	-2.155688	-4.114282	-7.913967	-4.06916	3.290034	2.548228	5.197936	0.5360441	-0.2741718	2.203424	2.242998	1.178753	-3.223197	1.21096	-6.355507	-2.568406	0.7579531	-5.286401	2.318928	-1.120102	-2.738581	5.403125	3.782741	-3.71946	-2.417336	2.716552	-5.399714	0.2759859	-5.900065	1.168057	-0.9540758	1.209872	4.236529	3.519602	-7.53528	-1.699721	-3.654554	-3.268859	-3.480152	0.434449	-5.376677	0.3626037	2.524307	-3.94995	-3.988927	0.9473521	-6.291623	-1.224362	-2.383381	-0.9954386	3.379041	5.042048	4.478691	-3.340368	-1.307086	-0.3175328	-3.730253	-2.317755	0.7261191	1.350219	-1.179731	0.8165711	0.336549	-2.237101	2.64498	-5.594627	-3.660354	-2.471327	3.930679	-5.512039	-2.617105	1.096279	-5.447575	2.137879	-1.223482	1.956884	1.889179	-2.630539	-5.763553	-3.847097	-3.346165	-2.613382	-1.423056	3.865853	-4.508148	-1.68835	-4.7679	0.1032508	-4.317264	0.638671	-2.013799	-2.468226	-2.184682	-6.006864	-5.355804	-3.261054	-4.123721	-2.337867	-5.604877	1.48768	1.745433	1.374029	-0.8377261	-3.34059	-3.124166	-1.077027	1.689645	-1.149573	-1.363714	-3.906681	-3.474854	0.2981606	-3.502424	-3.532444	-1.058686	4.366638	-5.909001	-4.919861	-0.3756757	-2.502335	-4.679953	-1.929579	1.149545	-3.2233	-3.937546	-2.50555	-4.361762	-2.883342	-1.973419	-3.675554	-5.737637	-0.6390022	-2.136492	-1.147041	-6.793407	-2.919713	-7.55188	-2.834826	-1.704728	-2.725892	-2.170391	0.07499655	0.3055908	-5.406576	1.845983	-6.153715	-6.977458	-1.17185	-3.335947	-7.00659	-0.1380276	-3.475046	-3.17083	-3.116066	-0.6097696	-0.7116213	-2.165209	-1.047573	-1.710812	-1.02196	-5.271338	-4.84358	-3.871134	-1.54413	-4.26333	-4.524467
